,description,target
2102,kierunek geoinżynieria górnictwo otworowe łączy zagadnienia zakresu nauk ziemi nauk matematycznych wiedzą procesach inżynieryjnych wydobywczych student uczy realizacji prac obliczeniowych graficznych geodezyjnej obsługi zakładów przemysłowych nadzorowania geologicznych górniczych geotechnicznych zakresie mechanizacji elektryfikacji informatyzacji ograniczania niekorzystnego wpływu środowisko kandydaci studia ii stopnia wybrać następujące specjalności wybrane przedmioty programie studiów geologia górnictwo zarys górnictwa otworowego geometria grafika inżynierska geologia złóż węglowodorów wytrzymałość materiałów mechanika płynów metody matematyczne górnictwie otworowym wiertnictwo termodynamika hydrogeologia geologia inżynierska studia geoinżynierii górnictwie otworowym wybierają osoby chcą zdobyć wykształcenie inżynierskie rekrutacja odbywa oparciu wyniki uzyskane maturze jednego przedmiotu wybranego spośród matematyka fizyka chemia informatyka biologia geografia,geoinżynieria
2103,najprościej rzecz ujmując geologia wiedza skałach minerałach skamieniałościach budowie zewnętrznej powłoki naszej planety teorie powstawania gór kontynentów oceanów wiąże zaopatrzeniem wodę energię ochroną środowiska planowaniem przestrzennym współczesna geologia komputery zaawansowane techniki poszukiwań nowoczesne laboratoria plan zajęć większości uczelni obejmuje zajęcia laboratoryjne praktyczne warsztatowe terenowe ostatnie realizowane formie wycieczek zajęć polowych studenci dokonują obserwacji rejestracji zjawisk geologicznych zapoznają metodami specjalistycznych pomiarów technik robót geologicznych sporządzają szkice geologiczne mapy specjalności oferowane ramach geologii specjalności oferowane ramach studiów ii stopnia program zajęć geologii szeroki różni zależności wybranej specjalizacji najczęściej pojawiają przedmioty mineralogia geologia dynamiczna sedymentologia geologia kenozoiku geologia strukturalna geologia morza geologia historyczna wstęp geofizyki geologia regionalna polski kartografia geologiczna matematyka fizyka chemia naukach ziemi ochrona kształtowanie środowiska studia odpowiednie podróżników wnikliwych badaczy świata osób zainteresowanych pracą naukową miłośników gór pracy terenie zazwyczaj najlepiej punktowanymi przedmiotami geografia biologia chemia fizyka,geologia
2104,geologia stosowana kierunek studenci uczą studenci odbywają praktyki przybliżających metody produkcji eksploatacji maszyn urządzeń instalacji energetycznych procedury organizacji pracy przykładowe przedmioty kierunku geologia stosowana geologia ogólna hydrogeologia geologia historyczna paleontologią mineralogia kartografia geologiczna petrografia sozologia prawo geologiczne górnicze geochemia gemmologia kandydaci studia osoby zainteresowane naukami przyrodniczymi ziemi środowisku rekrutacja odbywa oparciu wyniki uzyskane maturze jednego przedmiotu wybranego spośród matematyka fizyka chemia informatyka biologia geografia,geologia
2105,geomonitoring studia licencjackie przygotowujące pracy służbach związanych monitoringiem środowiska instytucjach zajmujących ocenami oddziaływania środowisko konsultingiem środowiskowym studenci zdobywają wiedzę umiejętności zakresie nowoczesnych technik pomiarowych zjawisk procesów generowanych litosferze sferach pośrednich uczą zasad gromadzenia archiwizowania weryfikacji przetwarzania danych pochodzących geomonitoringu poznają dogłębnie procesy zachodzące sferach metodologię nauk podmiotem owe sfery ramach studiów wyróżnia następujące bloki przedmiotów przedmioty ogólnowydziałowe np podstawy geografii fizycznej podstawy geografii środowisko geograficzne polski podstawy geografii regionalnej podstawowe nauki geosferach np fizyka środowiska elementami geofizyki geologia dynamiczna złożowa meteorologia dynamiczna hydrologia kontynentalna geomorfologia dynamiczna miernictwo pozyskiwanie danych środowiskowych np metody pomiaru analizy stanu atmosfery hydrometria miernictwo hydrologiczne metody badań procesów geodynamicznych interpretacja projektowe wykorzystanie danych monitoringowych np wprowadzenie monitoringu środowiska polsce monitoring ochrona gleb monitoring klimatu oceanologia hydrologia bałtyku hydrogeochemia geologia środowiskowa przedmioty praktyczne nauki stosowane np zagadnienia klimatyczne gospodarce ochronie środowiska podstawy ekspertyz projektów hydrologicznych dokumentowanie stanu litosfery kartografia tematyczna metody rekultywacji terenów zdegradowanych techniki geostatystyczne geoinformacyjne np gis geomonitoringu geostatystyka ćwiczenia terenowe praktyki zawodowe np ćwiczenia terenowe monitoringu atmosfery ćwiczenia terenowe monitoringu hydrosfery ćwiczenia terenowe geomorfologii geologii ćwiczenia terenowe topografii kierunek osób zainteresowanych światem przyrodą ścisłych umysłów podróżników odnajdujących pracy terenie rekrutacji wymagane najmniej przedmioty zdane stopniu rozszerzonym jednym geografia,geomonitoring
2106,ukończenie studiów kierunku geowizualizacja historyczna archeologiczna pozwala uzyskać kompetencje archeologa geografa historyka umiejętności aplikacji zdobytej wiedzy wybranych specjalistycznych programach komputerowych graficznych studenci uczą pozyskiwać dane historyczne geograficzne celu sporządzania nowoczesny specjalistycznych map wykonywać wizualizacje trójwymiarowe animacje kartografii mapy środowisku gis przygotowywać projekty promujące dziedzictwo kulturowe odpowiadający potrzebom współczesnego społeczeństwa kształcenie kierunku łączy wiedzę styku przeszłości nowoczesności informacji temat programu studiów należy szukać stronie uczelni studia odpowiednie miłośników historii archeologii posiadających jednocześnie predyspozycje techniczne otwartych nowoczesne technologie rekrutacji punktowany przedmiot spośród historia wiedza społeczeństwie język łaciński kultura antyczna historia sztuki geografia,geowizualizacja
2107,gestion et technologie studia prowadzone dwóch językach wykładowym angielskim francuskim zadaniem wykształcenie profesjonalnej kreatywnej kadry inżynierskiej przygotowanej działania międzynarodowym życiu gospodarczym dobie gospodarki cyfrowej studenci nabywają poszerzoną wiedzę umiejętności obszaru nauk zarządzaniu jakości nauk technicznych uczą oceniać procesy przedsiębiorstwa kątem zaawansowania technologicznego dobie scyfryzowanego przemysłu proponować odpowiednie innowacyjne narzędzia podnoszenia efektywności procesów danego przedsiębiorstwa program studiów uwzględnia potrzeby różnych sektorów gospodarki kładąc nacisk specyfikę zarządzania środowisku międzynarodowym kreowanie liderów transfer nowoczesnej wiedzy umiejętności przykładowe przedmioty kierunku construction assistée par komputerowe wspomaganie projektowania technologie de technologie informatyczne introduction au management de la qualité wprowadzenie zarządzania jakością gestion et organisation podstawy zarządzania mathématiques matematyka physique moderne fizyka współczesna introduction par probleme wprowadzenie pracy projektowej metodą pbl savoir civil et budowanie świadomości obywatelskiej zaangażowania społecznego engineering drawing rysunek techniczny measurements pomiary physics fizyka introduction aux processus industriels wprowadzenie procesów przemysłowych study skills for university kompetencje uniwersyteckie français académique pour les ingénieurs język francuski akademicki inżynierów construction assistée par komputerowe wspomaganie projektowania introduction au management de la qualité wprowadzenie zarządzania jakością gestion et organisation podstawy zarządzania physique moderne fizyka współczesna introduction par probleme wprowadzenie pracy projektowej metodą pbl bases de podstawy inżynierii interdisciplinary learning project interdyscyplinarny projekt problemowy introduction aux finances wprowadzenie finansów statistique et les bases de statystyka elementami ekonometrii systemes de management de la qualité systemy zarządzania jakością esprit et d entreprise inżynieria przedsiębiorczości management de processus zarządzanie procesowe comptabilité rachunkowość gestion de la production zarządzanie produkcją macroéconomie makroekonomia studia osób sprawnie porozumiewających języku angielskim francuskim posiadających predyspozycje bycia liderem marzących pracy wielokulturowym międzynarodowym środowisku rekrutacji liczą przedmioty matematyka język angielski język francuski wyboru fizyka chemia,gestion
2108,sektor nowoczesnych usług biznesowych stale rośnie realizowane coraz złożone procesy wymagające coraz większych kompetencji utrzymania konkurencyjności sektora tle regionu niezbędne pozyskanie określonej liczby pracowników młodych rozpoczynających życie zawodowe rozwój kompetencji związanych innowacyjnością nowoczesnymi technologiami cyfryzacją studenci kierunku global business service zdobędą umiejętności kluczowe perspektywy sektora nowoczesnych usług biznesowych kompetencje przyszłości związane finansami analizą danych nowoczesnymi technologiami zyskają umiejętności miękkie praca zespołowa zarządzanie zmianą umiejętność współpracy międzynarodowym środowisku biznesowym kierunek gbs przygotuje studentów rozwoju międzynarodowej kariery centrach biznesowych należących największych firm świecie wśród partnerów kierunku absl znalazło czołowych podmiotów sektora pierwszy kierunek polsce stworzony podstaw biznes naukę kształcić pracowników sektora funkcjonującego otoczeniu rozwijających technologii nowych gałęzi gospodarki studia celu wykształcenie specjalisty dostępne trzy ścieżki dydaktyczne poświęcone obszarom przykładowe przedmioty programie studiów it biznesie data science komunikacja organizacji rozwiązywanie problemów zarządzanie zasobami ludzkimi przywództwo csr globalne inwestycje fuzje przejęcia finanse międzynarodowe prawo zamówień publicznych widzisz swoją przyszłość międzynarodowym biznesie wykorzystuje nowoczesne technologie studia pewnością zainteresują kierunek kształcić absolwenta zorientowanego kształcenie kompetencji pozwalających nieszablonowe myślenie proaktywność nastawienie rozwiązania pracę środowisku międzynarodowym biegłym językiem angielskim znającym narzędzia it otwartym nowości gotowym podejmowania zmian zasady nabory kandydatów sprawdź stronie www uczelni,global
2109,gospodarka obiegu zamkniętym ochrona klimatu studia inżynierskie magisterskie drugiego stopnia studenci poznają procesy biologiczne zachodzące środowisku przyczyny mechanizmy powstawania zagrożeń degradacji poszczególnych elementów środowiska atmosfery litosfery hydrosfery technologie stosowane ochronie klimatu rekultywacji środowiska dostępne specjalności przykładowe przedmioty programie studiów zmiany klimatu zrównoważony rozwój gospodarka obiegu zamkniętym bioróżnorodność cykle biogeochemiczne gospodarka surowcami klimatologia meteorologia mikrobiologia środowiska aparatura ochronie środowiska inżynieria procesowa bioprocesowa podstawy recyklingu systemy oczyszczania wody odnawialne źródła energii metody oczyszczania gazów studia odpowiednie kandydatów predyspozycjach technicznych umysłach ścisłych analitycznych zainteresowanych współczesnymi problemami ochrony klimatu rekrutacji punktowany język polski język obcy matematyka wyboru biologia fizyka chemia egzamin zawodowy,gospodarka
2110,kierunek gospodarka odpadami recykling powstał odpowiedzi rosnące problemy współczesnego świata związane generowaniem społeczeństwo odpadów komunalnych przemysłowych zostaniesz studentem kierunku zdobędziesz wiedzę umiejętności niezbędne rozpoznawania diagnozowania definiowania zasadniczych problemów związanych gospodarowaniem odpadami składowaniem transportem utylizacją metodami przetwarzania zasoby wykorzystania przykładowe przedmioty nauczania ekologia ochrona środowiska chemiczne metody analizy odpadów unieszkodliwianie zagospodarowanie odpadów komunalnych wykorzystanie odpadów rekultywacji gruntów odpady medyczne systemy gospodarowania odpadami logistyka recyklingu utylizacji odpadów efekty środowiskowe procesów recyklingu materiały odpady radioaktywne chemia jądrowa chemia wody ścieków analiza mikrozanieczyszczeń odpady produkcji przemysłowej odpady elektrotechniczne elektroniczne odnawialne kogeneracyjne źródła energii biopaliwa energia roślin odpadów polimery biodegradowalne zielone procesy organiczne gospodarka odpadami rolnictwie ekologicznym odpady produkcyjne gospodarce żywnościowej odzysk recykling odpadów techniki recyklingu zagospodarowanie rewitalizacja terenów zdegradowanych kompostowanie metanizacja odpadów kierunek gospodarka odpadami recykling skierowany osób zainteresowanych problemem generowania składowania przetwarzania odpadów komunalnych przemysłowych ostateczna liczba punktów jaką otrzyma kandydat liczona suma punktów dwóch przedmiotów spośród biologia chemia fizyka informatyka język obcy matematyka przedmioty brane uwagę obliczaniu punktów wskazuje kandydat momencie rejestracji systemie tryb rekrutacji kandydatów nowym świadectwem dojrzałości podstawą kwalifikacji wyniki części pisemnej egzaminu maturalnego przeliczone punkty następujący liczba punktów procentowych uzyskanych przedmiotu poziomie podstawowym zasady pkt liczba punktów uzyskanych przedmiotu poziomie rozszerzonym pomnożona związku powyższym kandydat uzyskać punktów jednego przedmiotu zapis zwolniony świadectwie maturalnym uzyskany części zewnętrznej egzaminu równoznaczny uzyskaniem kandydata maksymalnej liczby punktów,gospodarka
2111,gospodarka przestrzenna zarządzanie nieruchomościami letnie studia inżynierskie pierwszego stopnia absolwent kierunku przykładowe przedmioty studiach nieruchomości gospodarce przestrzennej technologie informacyjne gospodarce przestrzennej gospodarka nieruchomościami geografia miast projektowanie urbanistyczne ekofizjografia pośrednictwo obrocie nieruchomościami analiza rynku geomarketing urbanizacja planowanie przestrzeni ład architektoniczny bliskie zagadnienia interesujesz nieruchomościami opisywane studia zainteresować nowa matura średnia wyników egzaminu maturalnego zdawanych przedmiotów poziom podstawowy rozszerzony część pisemna kandydatom zdającym maturę geografii poziomie rozszerzonym wynik egzaminu zostanie przemnożony współczynnik geografii poziomie podstawowym współczynnik zdającym maturę przedmiotów poziomie rozszerzonym współczynnik kandydaci starej nowej matury uczęszczali szkole ponadgimnazjalnej średniej zajęcia edukacyjne turystyki dodatkowe zajęcia zakresu geografii wg zapisu świadectwie ukończenia szkoły dodatkowo rankingu uczestnicy etapu okręgowego olimpiady geograficznej otrzymują dodatkowo rankingu punkty sumować laureaci finaliści międzynarodowych ogólnopolskich olimpiad konkursów przyjmowani kolejnością zgodnie wykazem wynikającym uchwały senatu stara matura średnia ocen przedmiotów zdawanych egzaminie dojrzałości część ustna pisemna kandydaci starej nowej matury uczęszczali szkole ponadgimnazjalnej średniej zajęcia edukacyjne turystyki dodatkowe zajęcia zakresu geografii wg zapisu świadectwie ukończenia szkoły dodatkowo rankingu uczestnicy etapu okręgowego olimpiady geograficznej otrzymują dodatkowo rankingu punkty sumować laureaci finaliści międzynarodowych ogólnopolskich olimpiad konkursów przyjmowani kolejnością zgodnie wykazem wynikającym uchwały senatu up,gospodarka
2112,groznawstwo brzmi zachęcająco porzućcie pionki plansze kostki chwyćcie pady myszki urządzenia mobilne studia kształcą specjalistów generującej ogromne dochody dynamicznie rozwijającej branży gier studenci trakcie nauki uczą pisana scenariuszy gier stosowania filmowych środków wyrazu zasad grafiki komputerowej kreowania postaci organizowania produkcji gier pisania tekstów krytycznych kreowania wideoblogów krótko mówiąc przedmiotem kształcenia etapy powstawania gry koncepcji dotarcia finalnego odbiorcy uwzględnieniem oczekiwań rynku działań promocyjnych duży nacisk kładziony analizę aspektów edukacyjnych gier obszar kierunek czerpie doświadczeń wiedzy filmoznawczej literaturoznawczej językoznawczej wybrane przedmioty programie studiów globalna historii gier komputerowych analiza gier wideo podstawy scenopisarstwa gier wstęp badań groznawczych postać literaturze filmie grach lampy gry narracyjne gry miejskie filmowe środki wyrazu rynek gier wideo projektowanie fikcji interaktywnej krytyka publicystyka gier wideo kultura analiza ruchu performans organizacja produkcji gier wideo poetyki intermedialne rywalizacja gry kontekstach pozaludycznych marketing mediach społecznościowych terapeutyczne edukacyjne funkcje gier pewnością miłośników gier osób zjadły zęby minecrafcie fortnite cs cyberpunk league of legends chcą dodatkowo uzyskać narzędzia mogli wykorzystać edukacji animacji kultury terapii informacje temat rekrutacji znajdują stronie uczelni,groznawstwo
2113,interaction kierunek leżący styku informatyki nauk społecznych studenci uczą projektowanie rozwiązań usług opartych najnowszych technologiach pracy technologiami dopiero zostaną opracowane przyszłości poznają zagadnienia obsługi nowoczesnego sprzętu informatycznego druku oprogramowania najnowszych metod technologii interaktywnych kierunek przygotowuje specjalistów zakresu interakcji studia realizowane języku angielskim poziomie drugiego stopnia program studiów przewiduje script programming introduction hci prototyping methods for hci introduction machine learning and data science smart city and internet of things accessibility and universal design introduction ux design social computing cscw virtual environments programming computer graphics and modelling studia przewidziane absolwentów kierunków pokrewnych ukończyli przynajmniej studia pierwszego stopnia podstawą klasyfikacji kandydatów studia stacjonarne niestacjonarne drugiego stopnia suma punktów obliczona zgodnie zasadami podanymi poniżej s d r d liczba punktów wynikająca przeliczenia oceny wpisanej dyplomie ukończenia studiów pierwszego stopnia studiów drugiego stopnia jednolitych studiów magisterskich równorzędnych r ocena rozmowy kwalifikacyjnej skali,human-computer
2114,hydrografia morska studia prowadzone wydział oceanografii geografii uniwersytetu gdańskiego współpracy wydziałem nawigacji uzbrojenia okrętowego akademii marynarki wojennej gdyni głównym celem kierunku przygotowanie wszechstronnie wykształconej kadry pracy obszarach działalności związanej hydrografią morską hydrografią śródlądową nawigacją morską administracją portową terenową planowaniem przestrzennym urbanistyką zagadnień uczą studenci hydrografii morskiej zajęcia odbywają zarówno salach wykładowych laboratoriach symulatorach morzu program studiów hydrografii morskiej uwzględnia całości ramowy program szkolenia hydrografów morskich kategorii b zgodnie rozporządzeniem ministra obrony narodowej związku czym absolwent kierunku odbyciu określonej przepisami praktyki spełni wymogi uprawniające ubiegania dyplom hydrografa morskiego kategorii ochrona środowiska morskiego geodezja kartografia wiedza okrętowa łączność morska nawigacja geologia dna morskiego hydrologia idealny kandydat studia hydrografii morskiej dawać radę matematyką bać pracy pełnym morzu odpowiedzialny zdyscyplinowany rekrutacji liczy wynik matematyki dodatkowe punkty uzyskać wynik egzaminu języka obcego jednego wybranego kandydata przedmiotu astronomia geografia informatyka,hydrografia
2115,industrial and engineering chemistry chemia przemysłowa inżynieryjna studia inżynierskie łączące wiedzę dwóch kierunków inżynierii chemicznej procesowej technologii chemicznej program dodatkowo poszerzony procesy przyjazne środowisku technologie substancji specjalnych nanomateriałów zajęcia technicznego języka angielskiego studenci kierunku zapoznają podstawami chemii technologii budową działaniem projektowaniem aparatury chemicznej analizą sterowaniem procesami zarządzania produkcją przygotowują prowadzenia badań tworzenia koncepcji chemicznej projektowania realizacji wdrażania procesów produktów praktyki oprócz przedmiotów bazowych takich chemia matematyka fizyka chemia organiczna chemia analityczna studenci zaliczenia przedmioty process thermodynamics unit operations reactors and reaction engineering industrial catalysis chemical organic technology chemical inorganic technology industrial training kierunek odpowiedni osób sprawnych przedmiotach ścisłych zarazem posługujących doskonałym angielskim niezbędnym zrozumienia prowadzonych kierunku zajęć rekrutacja kierunek obejmuje punktację obowiązkowej matematyki wynik egzaminu wybranego przedmiotu poziomie rozszerzonym spośród matematyki chemii biologii fizyki informatyki,industrial
2116,indywidualne studia międzyobszarowe skrócie ism uniwersytet dostępny całości wyboru kandydat przyjęty ism wybrać kierunek studiów spośród prowadzonych uczelni swój wybór uzupełnia zajęcia dziedzin oznacza student ism możliwość uzyskania jednego dyplomu indywidualne studia międzyobszarowe charakter indywidualny oznacza student ism samodzielnie układa swój plan studiów decydując jakich zajęciach uczestniczył okres studiów student ism pozostaje opieką indywidualnego tutora pracownika naukowego zadaniem merytoryczna administracyjna pomoc konsultacja studia prawdziwych indywidualistów tyle pewni siebie dojrzali swoich decyzjach wyniosą ism najlepsze rekrutacja ism obejmuje konkurs wyników języka polskiego następnie wyboru języka obcego matematyki trzeciej kolejności wybranego przedmiotu zdawanego poziomie ponadto obowiązuje rozmowa kwalifikacyjna mająca sprawdzać predyspozycje podjęcia nietypowego kierunku studiów,indywidualne
2117,studiować informatykę angielsku końcu świat programistyczny posługuje językiem informatyka prowadzona języku angielskim podobnie polski odpowiednik daje studentom wiedzę umiejętności niezbędne tworzenia programów systemów włączając przemysłowe systemy komputerowe bazy danych ramach kierunku dostępne trzy ścieżki specjalizacyjne studenci muszą zmierzyć innymi takimi przedmiotami computer networks computer programming computer architecture algorithms and data structures databases operating systems kierunek sprawnych programistów komputerowych geeków osób chcą znaleźć płatną pracę doskonałym zawodzie rekrutacja kierunek obejmuje punktację obowiązkowej matematyki wynik egzaminu wybranego przedmiotu poziomie rozszerzonym spośród matematyki chemii biologii fizyki informatyki,informatics
2118,kształcenie kierunku information security obejmuje wiedzę zakresu bezpieczeństwa systemów sieci teleinformatycznych strategii programów cyberbezpieczeństwa bezpieczeństwa zarządzania bazami danych zagrożeń bezpieczeństwa informacyjnego ochrony danych osobowych zapobiegania zwalczania cyberprzestępczości pozwolą studentom rozwijanie zainteresowania problematyką bezpieczeństwa zarządzania informacją informacyjnego wymiaru działalności zaspokoją dążenia samodoskonalenia samorozwoju kierunek information security prowadzony całkowicie anglojęzycznej formie pprzykładowe przedmioty nauczania history of information services historia służb informacyjnych state information policy polityka informacyjna państwa information society społeczeństwo informacyjne information risk management zarządzanie ryzykiem informacyjnym security of telecommunications systems and networks bezpieczeństwo systemów sieci teleinformatycznych strategies and concepts of cybersecurity strategie programy cyberbezpieczeństwa security of personal data bezpieczeństwo danych osobowych preventing and combating cybercrime zapobieganie zwalczanie cyberprzestępczości data transfer security bezpieczeństwo nośników danych secret services in the state information security system służby specjalne systemie bezpieczeństwa informacyjnego państwa information security management in local government structures zarządzanie bezpieczeństwem informacji jednostkach samorządu terytorialnego crisis management in enterprise zarządzanie przedsiębiorstwem sytuacjach zagrożeń kryzysów new information technologies in enterprise business activities nowe technologie informacyjne działalności przedsiębiorstw audit of it networks and systems audyt sieci systemów informatycznych economy and artificial intelligence in business gospodarka oparta wiedzy sztuczna inteligencja działalności gospodarczej studia kierunku information security skierowane maturzystów zainteresowanych najnowszymi zdobyczami cyfryzacji chcących zdobyć wiedzę umiejętności zakresie cyberbezpieczeństwa ochrony informacji przeciwdziałania walce informacyjnej ostateczna liczba punktów jaką otrzyma kandydat liczona suma punktów dwóch przedmiotów spośród fizyka geografia historia informatyka język angielski matematyka wiedza przedmioty brane uwagę obliczaniu punktów wskazuje kandydat momencie rejestracji systemie tryb rekrutacji kandydatów nowym świadectwem dojrzałości podstawą kwalifikacji wyniki części pisemnej egzaminu maturalnego przeliczone punkty następujący liczba punktów procentowych uzyskanych przedmiotu poziomie podstawowym zasady pkt liczba punktów uzyskanych przedmiotu poziomie rozszerzonym pomnożona związku powyższym kandydat uzyskać punktów jednego przedmiotu zapis zwolniony świadectwie maturalnym uzyskany części zewnętrznej egzaminu równoznaczny uzyskaniem kandydata maksymalnej liczby punktów,information
2119,informatyczne systemy automatyki kierunek kształcący informatyków specjalizują zakresie użytkowania projektowania programowania cyfrowych systemów automatyki sieci telematyki przemysłowej systemów optymalizacji sterowania sieci neuronowych sieci głębokich metod przetwarzania rozpoznawania obrazów specjalności dostępne ramach kierunku program kierunku obejmuje szeroki zakres technologii informacyjnych automatyce systemów pozyskiwania informacji poprzez przetwarzanie decyzje przechowywanie informacji specjalizowanych bazach danych obrazów studia osób zainteresowanych najnowocześniejszymi technologiami chcących znaleźć pracę przyszłościowym zawodzie bojących żmudnej pracy ciągiem cyfr najlepiej punktowane przedmioty maturalne matematyka informatyka,informatyczne
2120,kierunek studiów informatyczne techniki zarządzania kierunkiem interdyscyplinarnym efekty kształcenia mieszczą trzech obszarach wiedzy obszarze nauk społecznych technicznych ścisłych studia odpowiedzią zapotrzebowanie płynące rynku pracy poszukuje specjalistów zakresie zarządzania projektami zespołami projektowymi znających zarówno metodyki zarządcze wytwórcze posiadających umiejętności analityczne potrafiących posługiwać narzędziami informatycznymi wspierającymi pracę project menedżera posiadających umiejętności zarządzania zespołami ludzkimi wreszcie cechujących rozwiniętymi kompetencjami społecznymi oczekiwania realizuje kierunek informatyczne techniki zarządzania trakcie studiów kierunku informatyczne techniki zarządzania dodatkowo uzyskać następujące międzynarodowe certyfikaty programie studiów znajdują przedmioty podstawy kreatywności przedsiębiorczość człowiek świecie wielokulturowym zarządzanie ryzykiem organizacji podstawy statystyki zarządzanie projektem biznesowym projektowanie praktyczne zastosowanie technologii it cloud computing bezpieczeństwo informacji podstawy mikroekonomii makroekonomii finansów wybrane narzędzia oprogramowanie użytkowe biznesie relacyjne bazy danych narzędzi wspierające proces projektowania it zaawansowane metody zarządzania projektami praktyczne metody zarządzania projektami wybrane narzędzia komunikacji zarządzaniu studia informatyczne techniki zarządzania idealne osób dociekliwych kreatywnych myślących nieszablonowo przyjęciu studia decyduje kolejność składanych dokumentów przedmioty zdawane maturze wyniki maturalne wybierając konkretną uczelnię należy wcześniej sprawdzić szczegółowe wymogi kwalifikacyjne obowiązujące danym,informatyczne
2121,rozwiązania informatyczne wykorzystywane niemal wszędzie otoczeni jesteśmy urządzeniami systemami aplikacjami działają dzięki wykorzystaniu zaawansowanych technologii informatycznych codzienności wspierają rozwiązania ułatwić dokonanie przelewu dotarcie celu zakupy komunikację otrzymujemy szkole korzystamy studiujemy systemie domy samochody infrastruktura otacza naszpikowane urządzeniami coraz skuteczniej wyręczającymi codziennych obowiązkach studia informatyczne przygotowują specjalistów zajmujących budową wdrażaniem konserwacją narzędzi systemów informatycznych studia informatyce zatem doskonała inwestycja perspektywiczny płatny zawód kierunek domeną uczelni technicznych politechnik uniwersytetów technologicznych absolwenci inżynierowie przygotowani kontynuowania kształcenia magisterskich studiach ii stopnia informatyka znajduje ofercie uniwersytetów uczelni niepublicznych uczelni oferujących kierunek naprawdę warto przeanalizować oferowane specjalności programy studiów świadomie wybrać zawężoną dziedzinę rozległej nauki specjalizować określonym obszarze przykładowe specjalności kierunku informatyka wybrane przedmioty toku studiów analiza matematyczna algebra liniowa języki paradygmaty programowania algorytmy złożoność obliczeniowa inteligencja obliczeniowa programowanie komputerów zastosowanie programowania komponentowego programowanie urządzeń mobilnych administrowanie systemami operacyjnymi cyfrowe systemy pomiarowe sterowanie komputerowe sieci przemysłowe języki programowania sterowników kandydaci informatykę osoby kreatywne zaradne umiejące niestandardowo podejść pojawiających problemów cechować wyobraźnią techniczną posiadać ścisły umysł dobra ocena matematyki informatyki szkole średniej wystarczyć studia łatwych należą wymagają cierpliwości pracowitości kandydaci informatykę solidnie zdać maturę przedmiotów ścisłych matematyki fizyki informatyki najczęściej pojawiają wymogach rekrutacyjnych uwzględniane języki obce niekiedy uczelnie wskazują grupę przedmiotów spośród należy wybrać szczegółowe zasady rekrutacji należy wcześniej sprawdzać serwisach rekrutacyjnych uczelni,informatyka
2122,program zajęć kierunku informatyka algorytmiczna przewiduje opanowanie umiejętności projektowania realizacji oprogramowania zastosowaniem zaawansowanych technik studenci uczą trakcie studiów inżynierskich stopnia nacisk położony naukę nowoczesnych języków programowania przekazywanie zaawansowanej wiedzy algorytmicznej takiej dotyczy najważniejszych trendów światowej informatyki big data kryptografia systemy baz danych absolwent studiów magisterskich ii stopnia miał możliwość zdobycia zaawansowanej wiedzy zakresu najważniejszych gałęzi informatycznych machine learning bezpieczeństwo komputerowe automatyczna weryfikacja studia ii stopnia oferują specjalności program nauczania przewiduje opanowanie umiejętności projektowania realizacji oprogramowania zaawansowanych technologicznie dziedzinach programowanie konstrukcja analiza algorytmów bazy danych systemy informacyjne logika algorytmiczna weryfikacja programów metody stochastyczne statystyka obliczeniowa metody numeryczne kryptografia informatyka algorytmiczna trudny wymagający kierunek odpowiedni sprawnych matematyków osób zainteresowanych technologiami cyfrowymi najważniejsze przedmioty punktowane rekrutacji matematyka fizyka informatyka,informatyka
2123,studia kierunku informatyka analityczna pozwalają opanować rozległą gamę umiejętności niezbędnych odniesieniu sukcesu zawodzie informatyka ponadto studenci uczą analizy skomplikowanych systemów kreatywnego rozwiązywania złożonych problemów kierunku informatyka analityczna kształci specjalistów zakresie podstaw informatyki obejmujących algorytmikę paradygmaty języków oprogramowania elementy teorii obliczeń wybrane działy matematyki student poznaje języków programowania środowisk programistycznych nabywa umiejętności przygotowywania realizacji weryfikacji projektów informatycznych indywidualnie pracując zespole kształci dziedzinie budowy oprogramowania efektywnego posługiwania oprogramowaniem istniejącym systemami operacyjnymi bazami danych sieciami komputerowymi wybrane przedmioty kierunku informatyka analityczna metody algebraiczne informatyki metody formalne informatyki metody programowania matematyka dyskretna programowanie obiektowe inżynieria danych języki programowania systemy operacyjne algorytmy struktury danych modele obliczeń metody probabilistyczne informatyki programowanie niskopoziomowe analiza algorytmów inżynieria oprogramowania sieci komputerowe środowisko programisty kandydat informatykę analityczną osoba pomysłowa zaradna skupiona celu umiejąca niekonwencjonalnie rozwiązywać problemy cechować wyobraźnią techniczną posiadać ścisły umysł studia łatwe wymagają zaangażowania cierpliwości pracowitości kandydaci informatykę analityczną rekrutowani podstawie wyników uzyskanych maturze przedmiotów wskazanych uczelnię najczęściej trzy przedmioty zdawane poziomie rozszerzonym informatyka fizyka wybierając konkretną uczelnię należy wcześniej sprawdzić szczegółowe wymogi kwalifikacyjne obowiązujące danym,informatyka
